"ch_version","name","value","changed","description","min","max","readonly","type","default","alias_for"
"23.3.4.17","output_format_parquet_version","2.latest",0,"Parquet format version for output format. Supported versions: 1.0, 2.4, 2.6 and 2.latest (default)",\N,\N,0,"ParquetVersion","2.latest",""
"23.3.4.17","output_format_parquet_compression_method","lz4",0,"Compression method for Parquet output format. Supported codecs: snappy, lz4, brotli, zstd, gzip, none (uncompressed)",\N,\N,0,"ParquetCompression","lz4",""
"23.3.4.17","output_format_avro_codec","",0,"Compression codec used for output. Possible values: 'null', 'deflate', 'snappy'.",\N,\N,0,"String","",""
"23.3.4.17","output_format_avro_sync_interval","16384",0,"Sync interval in bytes.",\N,\N,0,"UInt64","16384",""
"23.3.4.17","output_format_avro_string_column_pattern","",0,"For Avro format: regexp of String columns to select as AVRO string.",\N,\N,0,"String","",""
"23.3.4.17","output_format_avro_rows_in_file","1",0,"Max rows in a file (if permitted by storage)",\N,\N,0,"UInt64","1",""
"23.3.4.17","output_format_tsv_crlf_end_of_line","0",0,"If it is set true, end of line in TSV format will be \r\n instead of \n.",\N,\N,0,"Bool","0",""
"23.3.4.17","format_csv_null_representation","\N",0,"Custom NULL representation in CSV format",\N,\N,0,"String","\N",""
"23.3.4.17","format_tsv_null_representation","\N",0,"Custom NULL representation in TSV format",\N,\N,0,"String","\N",""
"23.3.4.17","output_format_decimal_trailing_zeros","0",0,"Output trailing zeros when printing Decimal values. E.g. 1.230000 instead of 1.23.",\N,\N,0,"Bool","0",""
"23.3.4.17","input_format_allow_errors_num","0",0,"Maximum absolute amount of errors while reading text formats (like CSV, TSV). In case of error, if at least absolute or relative amount of errors is lower than corresponding value, will skip until next line and continue.",\N,\N,0,"UInt64","0",""
"23.3.4.17","input_format_allow_errors_ratio","0",0,"Maximum relative amount of errors while reading text formats (like CSV, TSV). In case of error, if at least absolute or relative amount of errors is lower than corresponding value, will skip until next line and continue.",\N,\N,0,"Float","0",""
"23.3.4.17","input_format_record_errors_file_path","",0,"Path of the file used to record errors while reading text formats (CSV, TSV).",\N,\N,0,"String","",""
"23.3.4.17","errors_output_format","CSV",0,"Method to write Errors to text output.",\N,\N,0,"String","CSV",""
"23.3.4.17","format_schema","",0,"Schema identifier (used by schema-based formats)",\N,\N,0,"String","",""
"23.3.4.17","format_template_resultset","",0,"Path to file which contains format string for result set (for Template format)",\N,\N,0,"String","",""
"23.3.4.17","format_template_row","",0,"Path to file which contains format string for rows (for Template format)",\N,\N,0,"String","",""
"23.3.4.17","format_template_rows_between_delimiter","
",0,"Delimiter between rows (for Template format)",\N,\N,0,"String","
",""
"23.3.4.17","format_custom_escaping_rule","Escaped",0,"Field escaping rule (for CustomSeparated format)",\N,\N,0,"EscapingRule","Escaped",""
"23.3.4.17","format_custom_field_delimiter","	",0,"Delimiter between fields (for CustomSeparated format)",\N,\N,0,"String","	",""
"23.3.4.17","format_custom_row_before_delimiter","",0,"Delimiter before field of the first column (for CustomSeparated format)",\N,\N,0,"String","",""
"23.3.4.17","format_custom_row_after_delimiter","
",0,"Delimiter after field of the last column (for CustomSeparated format)",\N,\N,0,"String","
",""
"23.3.4.17","format_custom_row_between_delimiter","",0,"Delimiter between rows (for CustomSeparated format)",\N,\N,0,"String","",""
"23.3.4.17","format_custom_result_before_delimiter","",0,"Prefix before result set (for CustomSeparated format)",\N,\N,0,"String","",""
"23.3.4.17","format_custom_result_after_delimiter","",0,"Suffix after result set (for CustomSeparated format)",\N,\N,0,"String","",""
"23.3.4.17","format_regexp","",0,"Regular expression (for Regexp format)",\N,\N,0,"String","",""
"23.3.4.17","format_regexp_escaping_rule","Raw",0,"Field escaping rule (for Regexp format)",\N,\N,0,"EscapingRule","Raw",""
"23.3.4.17","format_regexp_skip_unmatched","0",0,"Skip lines unmatched by regular expression (for Regexp format)",\N,\N,0,"Bool","0",""
"23.3.4.17","output_format_enable_streaming","0",0,"Enable streaming in output formats that support it.",\N,\N,0,"Bool","0",""
"23.3.4.17","output_format_write_statistics","1",0,"Write statistics about read rows, bytes, time elapsed in suitable output formats.",\N,\N,0,"Bool","1",""
"23.3.4.17","output_format_pretty_row_numbers","0",0,"Add row numbers before each row for pretty output format",\N,\N,0,"Bool","0",""
"23.3.4.17","insert_distributed_one_random_shard","0",0,"If setting is enabled, inserting into distributed table will choose a random shard to write when there is no sharding key",\N,\N,0,"Bool","0",""
"23.3.4.17","exact_rows_before_limit","0",0,"When enabled, ClickHouse will provide exact value for rows_before_limit_at_least statistic, but with the cost that the data before limit will have to be read completely",\N,\N,0,"Bool","0",""
"23.3.4.17","cross_to_inner_join_rewrite","1",0,"Use inner join instead of comma/cross join if there're joining expressions in the WHERE section. Values: 0 - no rewrite, 1 - apply if possible for comma/cross, 2 - force rewrite all comma joins, cross - if possible",\N,\N,0,"UInt64","1",""
"23.3.4.17","output_format_arrow_low_cardinality_as_dictionary","0",0,"Enable output LowCardinality type as Dictionary Arrow type",\N,\N,0,"Bool","0",""
"23.3.4.17","output_format_arrow_string_as_string","0",0,"Use Arrow String type instead of Binary for String columns",\N,\N,0,"Bool","0",""
"23.3.4.17","output_format_arrow_fixed_string_as_fixed_byte_array","1",0,"Use Arrow FIXED_SIZE_BINARY type instead of Binary for FixedString columns.",\N,\N,0,"Bool","1",""
"23.3.4.17","output_format_arrow_compression_method","lz4_frame",0,"Compression method for Arrow output format. Supported codecs: lz4_frame, zstd, none (uncompressed)",\N,\N,0,"ArrowCompression","lz4_frame",""
"23.3.4.17","output_format_orc_string_as_string","0",0,"Use ORC String type instead of Binary for String columns",\N,\N,0,"Bool","0",""
"23.3.4.17","output_format_orc_compression_method","lz4",0,"Compression method for ORC output format. Supported codecs: lz4, snappy, zlib, zstd, none (uncompressed)",\N,\N,0,"ORCCompression","lz4",""
"23.3.4.17","format_capn_proto_enum_comparising_mode","by_values",0,"How to map ClickHouse Enum and CapnProto Enum",\N,\N,0,"EnumComparingMode","by_values",""
"23.3.4.17","input_format_mysql_dump_table_name","",0,"Name of the table in MySQL dump from which to read data",\N,\N,0,"String","",""
"23.3.4.17","input_format_mysql_dump_map_column_names","1",0,"Match columns from table in MySQL dump and columns from ClickHouse table by names",\N,\N,0,"Bool","1",""
"23.3.4.17","output_format_sql_insert_max_batch_size","65409",0,"The maximum number  of rows in one INSERT statement.",\N,\N,0,"UInt64","65409",""
"23.3.4.17","output_format_sql_insert_table_name","table",0,"The name of table in the output INSERT query",\N,\N,0,"String","table",""
"23.3.4.17","output_format_sql_insert_include_column_names","1",0,"Include column names in INSERT query",\N,\N,0,"Bool","1",""
"23.3.4.17","output_format_sql_insert_use_replace","0",0,"Use REPLACE statement instead of INSERT",\N,\N,0,"Bool","0",""
"23.3.4.17","output_format_sql_insert_quote_names","1",0,"Quote column names with '`' characters",\N,\N,0,"Bool","1",""
"23.3.4.17","output_format_bson_string_as_string","0",0,"Use BSON String type instead of Binary for String columns.",\N,\N,0,"Bool","0",""
"23.3.4.17","input_format_bson_skip_fields_with_unsupported_types_in_schema_inference","0",0,"Skip fields with unsupported types while schema inference for format BSON.",\N,\N,0,"Bool","0",""
"23.3.4.17","regexp_dict_allow_other_sources","0",0,"Allow regexp_tree dictionary to use sources other than yaml source.",\N,\N,0,"Bool","0",""
"23.3.4.17","regexp_dict_allow_hyperscan","1",0,"Allow regexp_tree dictionary using Hyperscan library.",\N,\N,0,"Bool","1",""
"23.3.4.17","dictionary_use_async_executor","0",0,"Execute a pipeline for reading from a dictionary with several threads. It's supported only by DIRECT dictionary with CLICKHOUSE source.",\N,\N,0,"Bool","0",""
