"ch_version","name","value","changed","description","min","max","readonly","type","default","alias_for","is_obsolete"
"24.3.6.31","parallel_replicas_prefer_local_join","1",0,"If true, and JOIN can be executed with parallel replicas algorithm, and all storages of right JOIN part are *MergeTree, local JOIN will be used instead of GLOBAL JOIN.",\N,\N,0,"Bool","1","",0
"24.3.6.31","parallel_replicas_mark_segment_size","128",0,"Parts virtually divided into segments to be distributed between replicas for parallel reading. This setting controls the size of these segments. Not recommended to change until you're absolutely sure in what you're doing",\N,\N,0,"UInt64","128","",0
"24.3.6.31","skip_unavailable_shards","0",0,"If true, ClickHouse silently skips unavailable shards. Shard is marked as unavailable when: 1) The shard cannot be reached due to a connection failure. 2) Shard is unresolvable through DNS. 3) Table does not exist on the shard.",\N,\N,0,"Bool","0","",0
"24.3.6.31","parallel_distributed_insert_select","0",0,"Process distributed INSERT SELECT query in the same cluster on local tables on every shard; if set to 1 - SELECT is executed on each shard; if set to 2 - SELECT and INSERT are executed on each shard",\N,\N,0,"UInt64","0","",0
"24.3.6.31","distributed_group_by_no_merge","0",0,"If 1, Do not merge aggregation states from different servers for distributed queries (shards will process query up to the Complete stage, initiator just proxies the data from the shards). If 2 the initiator will apply ORDER BY and LIMIT stages (it is not in case when shard process query up to the Complete stage)",\N,\N,0,"UInt64","0","",0
"24.3.6.31","distributed_push_down_limit","1",0,"If 1, LIMIT will be applied on each shard separately. Usually you don't need to use it, since this will be done automatically if it is possible, i.e. for simple query SELECT FROM LIMIT.",\N,\N,0,"UInt64","1","",0
"24.3.6.31","optimize_distributed_group_by_sharding_key","1",0,"Optimize GROUP BY sharding_key queries (by avoiding costly aggregation on the initiator server).",\N,\N,0,"Bool","1","",0
"24.3.6.31","optimize_skip_unused_shards_limit","1000",0,"Limit for number of sharding key values, turns off optimize_skip_unused_shards if the limit is reached",\N,\N,0,"UInt64","1000","",0
"24.3.6.31","optimize_skip_unused_shards","0",0,"Assumes that data is distributed by sharding_key. Optimization to skip unused shards if SELECT query filters by sharding_key.",\N,\N,0,"Bool","0","",0
"24.3.6.31","optimize_skip_unused_shards_rewrite_in","1",0,"Rewrite IN in query for remote shards to exclude values that does not belong to the shard (requires optimize_skip_unused_shards)",\N,\N,0,"Bool","1","",0
"24.3.6.31","allow_nondeterministic_optimize_skip_unused_shards","0",0,"Allow non-deterministic functions (includes dictGet) in sharding_key for optimize_skip_unused_shards",\N,\N,0,"Bool","0","",0
"24.3.6.31","force_optimize_skip_unused_shards","0",0,"Throw an exception if unused shards cannot be skipped (1 - throw only if the table has the sharding key, 2 - always throw.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","optimize_skip_unused_shards_nesting","0",0,"Same as optimize_skip_unused_shards, but accept nesting level until which it will work.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","force_optimize_skip_unused_shards_nesting","0",0,"Same as force_optimize_skip_unused_shards, but accept nesting level until which it will work.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","input_format_parallel_parsing","1",0,"Enable parallel parsing for some data formats.",\N,\N,0,"Bool","1","",0
"24.3.6.31","min_chunk_bytes_for_parallel_parsing","10485760",0,"The minimum chunk size in bytes, which each thread will parse in parallel.",\N,\N,0,"UInt64","10485760","",0
"24.3.6.31","output_format_parallel_formatting","1",0,"Enable parallel formatting for some data formats.",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_compression_level","3",0,"Default compression level if query output is compressed. The setting is applied when `SELECT` query has `INTO OUTFILE` or when inserting to table function `file`, `url`, `hdfs`, `s3`, and `azureBlobStorage`.",\N,\N,0,"UInt64","3","",0
"24.3.6.31","output_format_compression_zstd_window_log","0",0,"Can be used when the output compression method is `zstd`. If greater than `0`, this setting explicitly sets compression window size (power of `2`) and enables a long-range mode for zstd compression.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","merge_tree_min_rows_for_concurrent_read","163840",0,"If at least as many lines are read from one file, the reading can be parallelized.",\N,\N,0,"UInt64","163840","",0
"24.3.6.31","merge_tree_min_bytes_for_concurrent_read","251658240",0,"If at least as many bytes are read from one file, the reading can be parallelized.",\N,\N,0,"UInt64","251658240","",0
"24.3.6.31","merge_tree_min_rows_for_seek","0",0,"You can skip reading more than that number of rows at the price of one seek per file.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","merge_tree_min_bytes_for_seek","0",0,"You can skip reading more than that number of bytes at the price of one seek per file.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","merge_tree_coarse_index_granularity","8",0,"If the index segment can contain the required keys, divide it into as many parts and recursively check them.",\N,\N,0,"UInt64","8","",0
"24.3.6.31","merge_tree_max_rows_to_use_cache","1048576",0,"The maximum number of rows per request, to use the cache of uncompressed data. If the request is large, the cache is not used. (For large queries not to flush out the cache.)",\N,\N,0,"UInt64","1048576","",0
"24.3.6.31","merge_tree_max_bytes_to_use_cache","2013265920",0,"The maximum number of bytes per request, to use the cache of uncompressed data. If the request is large, the cache is not used. (For large queries not to flush out the cache.)",\N,\N,0,"UInt64","2013265920","",0
"24.3.6.31","do_not_merge_across_partitions_select_final","0",0,"Merge parts only in one partition in select final",\N,\N,0,"Bool","0","",0
"24.3.6.31","split_parts_ranges_into_intersecting_and_non_intersecting_final","1",0,"Split parts ranges into intersecting and non intersecting during FINAL optimization",\N,\N,0,"Bool","1","",0
"24.3.6.31","split_intersecting_parts_ranges_into_layers_final","1",0,"Split intersecting parts ranges into layers during FINAL optimization",\N,\N,0,"Bool","1","",0
"24.3.6.31","allow_experimental_inverted_index","0",0,"If it is set to true, allow to use experimental inverted index.",\N,\N,0,"Bool","0","",0
"24.3.6.31","mysql_max_rows_to_insert","65536",0,"The maximum number of rows in MySQL batch insertion of the MySQL storage engine",\N,\N,0,"UInt64","65536","",0
"24.3.6.31","mysql_map_string_to_text_in_show_columns","1",0,"If enabled, String type will be mapped to TEXT in SHOW [FULL] COLUMNS, BLOB otherwise. Has an effect only when the connection is made through the MySQL wire protocol.",\N,\N,0,"Bool","1","",0
"24.3.6.31","mysql_map_fixed_string_to_text_in_show_columns","1",0,"If enabled, FixedString type will be mapped to TEXT in SHOW [FULL] COLUMNS, BLOB otherwise. Has an effect only when the connection is made through the MySQL wire protocol.",\N,\N,0,"Bool","1","",0
"24.3.6.31","optimize_min_equality_disjunction_chain_length","3",0,"The minimum length of the expression `expr = x1 OR ... expr = xN` for optimization ",\N,\N,0,"UInt64","3","",0
"24.3.6.31","optimize_min_inequality_conjunction_chain_length","3",0,"The minimum length of the expression `expr <> x1 AND ... expr <> xN` for optimization ",\N,\N,0,"UInt64","3","",0
"24.3.6.31","min_bytes_to_use_direct_io","0",0,"The minimum number of bytes for reading the data with O_DIRECT option during SELECT queries execution. 0 - disabled.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","min_bytes_to_use_mmap_io","0",0,"The minimum number of bytes for reading the data with mmap option during SELECT queries execution. 0 - disabled.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","checksum_on_read","1",0,"Validate checksums on reading. It is enabled by default and should be always enabled in production. Please do not expect any benefits in disabling this setting. It may only be used for experiments and benchmarks. The setting only applicable for tables of MergeTree family. Checksums are always validated for other table engines and when receiving data over network.",\N,\N,0,"Bool","1","",0
"24.3.6.31","force_index_by_date","0",0,"Throw an exception if there is a partition key in a table, and it is not used.",\N,\N,0,"Bool","0","",0
"24.3.6.31","force_primary_key","0",0,"Throw an exception if there is primary key in a table, and it is not used.",\N,\N,0,"Bool","0","",0
"24.3.6.31","use_skip_indexes","1",0,"Use data skipping indexes during query execution.",\N,\N,0,"Bool","1","",0
"24.3.6.31","use_skip_indexes_if_final","0",0,"If query has FINAL, then skipping data based on indexes may produce incorrect result, hence disabled by default.",\N,\N,0,"Bool","0","",0
"24.3.6.31","ignore_data_skipping_indices","",0,"Comma separated list of strings or literals with the name of the data skipping indices that should be excluded during query execution.",\N,\N,0,"String","","",0
"24.3.6.31","force_data_skipping_indices","",0,"Comma separated list of strings or literals with the name of the data skipping indices that should be used during query execution, otherwise an exception will be thrown.",\N,\N,0,"String","","",0
"24.3.6.31","max_streams_to_max_threads_ratio","1",0,"Allows you to use more sources than the number of threads - to more evenly distribute work across threads. It is assumed that this is a temporary solution, since it will be possible in the future to make the number of sources equal to the number of threads, but for each source to dynamically select available work for itself.",\N,\N,0,"Float","1","",0
"24.3.6.31","max_streams_multiplier_for_merge_tables","5",0,"Ask more streams when reading from Merge table. Streams will be spread across tables that Merge table will use. This allows more even distribution of work across threads and especially helpful when merged tables differ in size.",\N,\N,0,"Float","5","",0
"24.3.6.31","network_compression_method","LZ4",0,"Allows you to select the method of data compression when writing.",\N,\N,0,"String","LZ4","",0
"24.3.6.31","network_zstd_compression_level","1",0,"Allows you to select the level of ZSTD compression.",\N,\N,0,"Int64","1","",0
"24.3.6.31","zstd_window_log_max","0",0,"Allows you to select the max window log of ZSTD (it will not be used for MergeTree family)",\N,\N,0,"Int64","0","",0
"24.3.6.31","priority","0",0,"Priority of the query. 1 - the highest, higher value - lower priority; 0 - do not use priorities.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","os_thread_priority","0",0,"If non zero - set corresponding 'nice' value for query processing threads. Can be used to adjust query priority for OS scheduler.",\N,\N,0,"Int64","0","",0
"24.3.6.31","log_queries","1",0,"Log requests and write the log to the system table.",\N,\N,0,"Bool","1","",0
"24.3.6.31","log_formatted_queries","0",0,"Log formatted queries and write the log to the system table.",\N,\N,0,"Bool","0","",0
"24.3.6.31","log_queries_min_type","QUERY_START",0,"Minimal type in query_log to log, possible values (from low to high): QUERY_START, QUERY_FINISH, EXCEPTION_BEFORE_START, EXCEPTION_WHILE_PROCESSING.",\N,\N,0,"LogQueriesType","QUERY_START","",0
"24.3.6.31","log_queries_min_query_duration_ms","0",0,"Minimal time for the query to run, to get to the query_log/query_thread_log/query_views_log.",\N,\N,0,"Milliseconds","0","",0
"24.3.6.31","log_queries_cut_to_length","100000",0,"If query length is greater than specified threshold (in bytes), then cut query when writing to query log. Also limit length of printed query in ordinary text log.",\N,\N,0,"UInt64","100000","",0
"24.3.6.31","log_queries_probability","1",0,"Log queries with the specified probability.",\N,\N,0,"Float","1","",0
"24.3.6.31","log_processors_profiles","1",0,"Log Processors profile events.",\N,\N,0,"Bool","1","",0
"24.3.6.31","distributed_product_mode","deny",0,"How are distributed subqueries performed inside IN or JOIN sections?",\N,\N,0,"DistributedProductMode","deny","",0
"24.3.6.31","max_concurrent_queries_for_all_users","0",0,"The maximum number of concurrent requests for all users.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","max_concurrent_queries_for_user","0",0,"The maximum number of concurrent requests per user.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","insert_deduplicate","1",0,"For INSERT queries in the replicated table, specifies that deduplication of inserting blocks should be performed",\N,\N,0,"Bool","1","",0
"24.3.6.31","async_insert_deduplicate","0",0,"For async INSERT queries in the replicated table, specifies that deduplication of inserting blocks should be performed",\N,\N,0,"Bool","0","",0
"24.3.6.31","insert_quorum","0",0,"For INSERT queries in the replicated table, wait writing for the specified number of replicas and linearize the addition of the data. 0 - disabled, 'auto' - use majority",\N,\N,0,"UInt64Auto","0","",0
"24.3.6.31","insert_quorum_timeout","600000",0,"If the quorum of replicas did not meet in specified time (in milliseconds), exception will be thrown and insertion is aborted.",\N,\N,0,"Milliseconds","600000","",0
